tag_id,name,category,count,name_zh,category_zh
4569,sweat,0,425602,汗,表情
5403,red_hair,0,424264,红发,头发
2365,nude,0,422321,裸体,NSFW
383282,pleated_skirt,0,416655,百褶裙,服装
465265,small_breasts,0,413326,小乳,身体
194013,frills,0,401738,褶边,服装
2376,hairband,0,397872,发箍,头发
664375,parted_lips,0,396122,微张嘴唇,表情
4352,censored,0,388593,审查,NSFW
5827,boots,0,384723,靴子,服装
375669,open_clothes,0,384414,敞开衣服,服装
301022,lying,0,380092,躺姿,姿势
2785,horns,0,374048,角,特征
6054,teeth,0,370407,牙齿,表情
568656,multiple_boys,0,367969,多名男孩,人物数量
2866,wings,0,366146,翅膀,特征
1575,food,0,362486,食物,物品
384774,necktie,0,360748,领带,服装
461042,one_eye_closed,0,359739,闭一只眼,表情
387884,detached_sleeves,0,358429,分离袖,服装
406,sky,0,357335,天空,背景
4190,penis,0,346918,阴茎,NSFW
3985,shorts,0,345909,短裤,服装
8388,green_hair,0,345032,绿发,头发
1707,japanese_clothes,0,344888,和服,服装
8672,shoes,0,343802,鞋子,服装
400314,sleeveless,0,341431,无袖,服装
474820,black_gloves,0,331176,黑色手套,服装
431446,alternate_costume,0,330775,备用服装,服装
478849,collared_shirt,0,321941,领口衬衫,服装
4025,choker,0,320504,项圈,服装
11826,barefoot,0,316857,赤足,身体
4378,pussy,0,313579,阴户,NSFW
1731,socks,0,309931,袜子,服装
6532,glasses,0,309385,眼镜,服装
10863,tongue,0,309295,舌头,表情
15522,pointy_ears,0,307225,尖耳,特征
931006,solo_focus,0,304477,单人焦点,人物数量
10926,pants,0,303036,裤子,服装
435324,day,0,294620,白天,背景
1407561,virtual_youtuber,0,287601,虚拟YouTuber,角色
268819,serafuku,0,285501,水手服,服装
375171,indoors,0,281809,室内,背景
581144,puffy_sleeves,0,281250,蓬袖,服装
657955,artist_name,0,280968,艺术家名,艺术家
2646,hairclip,0,280648,发夹,头发
426781,medium_hair,0,273659,中长发,头发
9864,belt,0,271864,腰带,服装
1793,fang,0,269175,犬齿,表情
455880,black_thighhighs,0,266928,黑色过膝袜,服装
539367,hand_up,0,265393,举手,姿势
10228,elbow_gloves,0,265300,肘手套,服装
9843,midriff,0,258987,露脐,身体
410129,looking_back,0,245547,回头看,姿势
464549,cloud,0,244228,云,背景
474821,white_gloves,0,242027,白色手套,服装
411263,signature,0,238587,签名,艺术家
11628,bowtie,0,236148,领结,服装
5948,hood,0,235850,兜帽,服装
401228,sword,0,235273,剑,物品
374628,black_skirt,0,233282,黑色裙子,服装
71730,dark_skin,0,233165,黑皮肤,身体
449194,2boys,0,232894,2个男孩,人物数量
72,cat_ears,0,232052,猫耳,特征
537684,blunt_bangs,0,230036,刘海,头发
400123,hair_flower,0,229731,发花,头发
1515536,official_alternate_costume,0,225665,官方备用服装,服装
502710,tongue_out,0,225097,吐舌,表情
2357,sex,0,224302,性交,NSFW
16252,spread_legs,0,220686,张开腿,姿势
16750,pink_eyes,0,219657,粉色眼睛,眼睛
389378,sailor_collar,0,218314,水手领,服装
394970,wide_sleeves,0,217852,宽袖,服装
9168,miniskirt,0,216954,迷你裙,服装
467104,stomach,0,216728,腹部,身体
375020,fingerless_gloves,0,215557,无指手套,服装
1842,cum,0,214632,精液,NSFW
401481,on_back,0,214058,仰躺,姿势
6010,tears,0,212598,眼泪,表情
659098,black_footwear,0,212435,黑色鞋子,服装
632214,grey_background,0,211830,灰色背景,背景
399836,3girls,0,210649,3个女孩,人物数量
5576,armpits,0,207204,腋下,身体
1254363,twitter_username,0,204487,推特用户名,艺术家
445,kimono,0,203282,和服,服装
14620,white_dress,0,200841,白色连衣裙,服装
670071,holding_weapon,0,199609,拿着武器,姿势
375229,off_shoulder,0,198797,露肩,服装
4068,necklace,0,198325,项链,服装
491647,striped_clothes,0,198065,条纹衣服,服装
454933,hair_bun,0,196126,发髻,头发
102962,nail_polish,0,194099,指甲油,服装
234192,from_behind,0,194007,从背后,姿势
656624,star_(symbol),0,193728,星星符号,物品
4019,mole,0,193676,痣,身体
641577,looking_at_another,0,193341,看对方,姿势
1573,water,0,192003,水,背景
399541,hair_over_one_eye,0,191524,遮眼头发,头发
4333,bag,0,189775,包,物品
465583,rabbit_ears,0,189631,兔耳,特征
1747,chibi,0,189310,Q版,风格
87676,orange_hair,0,188757,橙发,头发
6107,blurry,0,186733,模糊,风格
384884,grin,0,184832,咧嘴笑,表情
125238,sweatdrop,0,183914,汗滴,表情
473983,clothes_lift,0,180831,掀衣服,服装
39127,black_dress,0,180427,黑色连衣裙,服装
3198,scarf,0,180052,围巾,服装
6346,cape,0,179107,披风,服装
375002,white_thighhighs,0,177995,白色过膝袜,服装
13199,black_eyes,0,177620,黑色眼睛,眼睛
413564,two-tone_hair,0,177573,双色头发,头发
590165,english_text,0,176369,英文文本,文本
440465,speech_bubble,0,174933,对话气泡,文本
719985,streaked_hair,0,174249,挑染头发,头发
3796,bra,0,174110,胸罩,服装
261,yuri,0,173747,百合,NSFW
4659,armor,0,173212,盔甲,服装
393959,huge_breasts,0,172931,超巨乳,身体
6176,vest,0,172325,背心,服装
379615,open_jacket,0,172212,敞开外套,服装
4010,halo,0,171236,光环,特征
511141,from_side,0,170900,从侧面,姿势
273,apron,0,170846,围裙,服装
682673,mosaic_censoring,0,168821,马赛克审查,NSFW
2060,feet,0,168107,脚,身体
470807,red_bow,0,167752,红色蝴蝶结,服装
475187,arm_up,0,167695,举臂,姿势
374791,white_panties,0,165931,白色内裤,服装
6295,leotard,0,164592,紧身衣,服装
510962,character_name,0,164580,角色名,角色
5569,coat,0,164331,大衣,服装
547860,black_jacket,0,164106,黑色外套,服装
10484,vaginal,0,163514,阴道,NSFW
9882,high_heels,0,163428,高跟鞋,服装
14599,:o,0,161509, :o表情,表情
4052,collar,0,157883,项圈,服装
399827,arms_up,0,157778,双臂举起,姿势
3477,sweater,0,157546,毛衣,服装
11904,bracelet,0,155007,手镯,服装
490655,blue_sky,0,153281,蓝天,背景
378032,flat_chest,0,153112,平胸,身体
52138,twin_braids,0,153036,双辫,头发
560958,dated,0,152997,日期标记,艺术家
4152,uniform,0,151209,制服,服装
381629,side_ponytail,0,150003,侧马尾,头发
1486996,animal_ear_fluff,0,148687,动物耳绒毛,特征
390401,red_ribbon,0,148072,红色丝带,服装
395321,crop_top,0,147956,露脐上衣,服装
464553,cup,0,147196,杯子,物品
89368,aqua_eyes,0,146831,水色眼睛,眼睛
633894,dark-skinned_female,0,146761,黑肤女性,身体
524961,black_shirt,0,146589,黑色衬衫,服装
515329,covered_nipples,0,143326,遮盖乳头,NSFW
684639,puffy_short_sleeves,0,142595,蓬短袖,服装
551772,parted_bangs,0,142403,分刘海,头发
822149,completely_nude,0,142366,全裸,NSFW
428173,blue_skirt,0,142104,蓝色裙子,服装
652604,two_side_up,0,142047,双侧发髻,头发
427008,fingernails,0,141611,指甲,身体
457408,black_pantyhose,0,141072,黑色连裤袜,服装
464586,tree,0,140918,树,背景
481846,hands_up,0,138918,双手举起,姿势
579466,looking_to_the_side,0,137447,看向侧面,姿势
1445905,v-shaped_eyebrows,0,137432,V形眉毛,表情
89228,grey_eyes,0,136673,灰色眼睛,眼睛
95405,orange_eyes,0,135596,橙色眼睛,眼睛
4311,legs,0,134873,腿,身体
438623,neckerchief,0,134018,领巾,服装
479939,sleeves_past_wrists,0,131361,袖过手腕,服装
1931,sketch,0,131099,素描,风格
389404,cat_tail,0,130241,猫尾,特征
754325,groin,0,129422,腹股沟,身体
537200,symbol-shaped_pupils,0,129300,符号瞳孔,眼睛
416202,eyelashes,0,128622,睫毛,眼睛
4867,wet,0,128093,湿润,身体
539584,fur_trim,0,127842,毛边,服装
451371,see-through,0,127554,透视,服装
5501,lips,0,125983,嘴唇,身体
412078,wrist_cuffs,0,125676,腕袖,服装
709722,hand_on_own_hip,0,125620,手扶臀,姿势
128,loli,0,124937,萝莉,人物
464572,pillow,0,122701,枕头,物品
431755,head_tilt,0,122394,歪头,姿势
589,gun,0,122390,枪,物品
59,maid,0,122284,女仆,角色
382397,strapless,0,122123,无肩带,服装
10644,zettai_ryouiki,0,122114,绝对领域,服装
1594634,clothing_cutout,0,121589,衣服开洞,服装
1390441,black_headwear,0,121530,黑色头饰,服装
465277,plaid,0,120783,格子,服装
492223,bar_censor,0,120647,条审查,NSFW
10923,torn_clothes,0,120399,破损衣服,服装
1277433,mole_under_eye,0,120358,眼下痣,身体
2335,fox_ears,0,120058,狐耳,特征
28200,toes,0,119731,脚趾,身体
513475,multiple_views,0,119546,多视图,风格
494251,one-piece_swimsuit,0,118876,连体泳装,服装
464535,book,0,118517,书,物品
379475,sash,0,118038,腰带,服装
463173,maid_headdress,0,117701,女仆头饰,服装
407186,sleeveless_shirt,0,117558,无袖衬衫,服装
394174,short_shorts,0,117065,超短裤,服装
475418,bare_arms,0,116958,裸臂,身体
568880,sleeveless_dress,0,116615,无袖连衣裙,服装
1393877,feet_out_of_frame,0,116076,脚出画,姿势
12552,pubic_hair,0,115896,阴毛,NSFW
531371,gradient_background,0,115876,渐变背景,背景
449676,ascot,0,115713,领巾,服装
494744,shiny_skin,0,115412,闪亮皮肤,身体
2687,v,0,115319,V姿势,姿势
1128907,pokemon_(creature),0,115136,宝可梦生物,角色
16718,black_panties,0,114889,黑色内裤,服装
358,cosplay,0,114264,cosplay,服装
464579,sparkle,0,114066,闪光,风格
542846,no_humans,0,113058,无人类,人物数量
529256,fake_animal_ears,0,112862,假动物耳,特征
465719,muscular,0,112819,肌肉,身体
13132,petals,0,111766,花瓣,背景
3314,kneehighs,0,111224,及膝袜,服装
469714,bare_legs,0,110989,裸腿,身体
2813,window,0,110493,窗户,背景
5032,uncensored,0,110091,无审查,NSFW
443395,thigh_strap,0,108401,大腿绑带,服装
1247160,black_bow,0,108215,黑色蝴蝶结,服装
389813,single_braid,0,107847,单辫,头发
1269639,covered_navel,0,107348,遮盖肚脐,服装
202817,hoodie,0,106750,卫衣,服装
467863,neck_ribbon,0,106611,颈丝带,服装
474500,black_ribbon,0,106604,黑色丝带,服装
600177,detached_collar,0,105572,分离领,服装
391128,gradient_hair,0,105527,渐变头发,头发
1875867,upper_teeth_only,0,104994,只露上齿,表情
464584,tattoo,0,104884,纹身,身体
375372,dutch_angle,0,104788,荷兰角,风格
1382794,black_choker,0,104672,黑色项圈,服装
8641,dress_shirt,0,104532,礼服衬衫,服装
395400,buttons,0,104413,纽扣,服装
468554,double_bun,0,104209,双发髻,头发
553142,blurry_background,0,103689,模糊背景,背景
7577,open_shirt,0,103344,敞开衬衫,服装
1736,profile,0,102653,侧脸,姿势
6028,sideboob,0,101878,侧乳,身体
10447,kneeling,0,101731,跪姿,姿势
9312,makeup,0,100922,化妆,服装
2508,blood,0,100920,血,表情
6536,bell,0,100549,铃铛,物品
7820,military,0,99708,军装,服装
5126,hug,0,99630,拥抱,姿势
7926,saliva,0,99380,口水,NSFW
565513,floating_hair,0,98852,飘浮头发,头发
94007,aqua_hair,0,98809,水色头发,头发
1797,mask,0,98779,面具,服装
4108,pov,0,98619,主视角,姿势
1094664,colored_skin,0,98305,彩色皮肤,身体
444539,skindentation,0,98168,皮肤压痕,身体
457597,swept_bangs,0,98144,扫刘海,头发
2217,anus,0,98073,肛门,NSFW
411323,capelet,0,97674,小披风,服装
9344,bodysuit,0,97474,紧身衣,服装
427348,leaning_forward,0,97276,前倾,姿势
458933,facial_hair,0,97145,胡须,身体
412555,4girls,0,96981,4个女孩,人物数量
377140,blue_dress,0,95763,蓝色连衣裙,服装
3472,night,0,95699,夜晚,背景
13176,shadow,0,95254,影子,背景
514890,black_pants,0,95223,黑色裤子,服装
13853,pussy_juice,0,94927,爱液,NSFW
2585,bed,0,94748,床,背景
675314,copyright_name,0,93920,版权名,文本
390035,no_bra,0,93761,无胸罩,服装
374620,black_bikini,0,93679,黑色比基尼,服装
5565,:3,0,93246,:3表情,表情
3918,4koma,0,92575,四格漫画,风格
3449,heterochromia,0,91354,异色瞳,眼睛
460262,depth_of_field,0,91237,景深,风格
420531,nose_blush,0,90911,鼻红,表情
1345229,white_headwear,0,90842,白色头饰,服装
503552,red_skirt,0,90543,红色裙子,服装
442167,alternate_hairstyle,0,90370,备用发型,头发
546609,blue_bow,0,90316,蓝色蝴蝶结,服装
4009,turtleneck,0,90071,高领,服装
5832,fruit,0,89876,水果,物品
51528,fox_tail,0,89727,狐尾,特征
402217,^_^,0,88727,^_^表情,表情
580545,blue_background,0,88552,蓝色背景,背景
511136,border,0,88504,边框,风格
626,underboob,0,88422,下乳,身体
8714,watermark,0,88371,水印,艺术家
10422,witch_hat,0,88359,巫师帽,服装
465950,cum_in_pussy,0,88301,内射,NSFW
377844,siblings,0,88257,兄弟姐妹,角色
436054,highleg,0,88254,高叉,服装
479563,low_twintails,0,88176,低双马尾,头发
387214,military_uniform,0,88136,军服,服装
419938,expressionless,0,87889,无表情,表情
374938,frown,0,87756,皱眉,表情
464534,bird,0,87300,鸟,物品
1595,no_panties,0,87258,无内裤,NSFW
490999,on_bed,0,87165,在床上,姿势
460802,rose,0,86971,玫瑰,物品
653206,one_side_up,0,86909,单侧发髻,头发
4075,cameltoe,0,86493,骆驼趾,NSFW
381555,headband,0,86459,头带,服装
4320,glowing,0,86347,发光,风格
612641,black_shorts,0,86191,黑色短裤,服装
3988,scar,0,85680,伤疤,身体
391680,horse_ears,0,85532,马耳,特征
4528,bottomless,0,84868,无下衣,服装
258190,beret,0,84204,贝雷帽,服装
11325,ocean,0,84168,海洋,背景
1231230,side-tie_bikini_bottom,0,83802,侧系比基尼底,服装
478565,bed_sheet,0,83635,床单,物品
375476,soles,0,83624,脚底,身体
10701,animal,0,83613,动物,角色
1303252,brown_footwear,0,83548,棕色鞋子,服装
464808,holding_hands,0,83399,牵手,姿势
421663,wavy_hair,0,83362,波浪发,头发
446950,fangs,0,83325,獠牙,表情
546821,halterneck,0,83212,露背领,服装
419309,thick_thighs,0,83015,粗大腿,身体
4244,leaf,0,82962,叶子,物品
464546,chain,0,82759,链条,物品
709734,playboy_bunny,0,82752,兔女郎,角色
2279,headphones,0,82699,耳机,物品
4831,piercing,0,82187,穿孔,身体
394222,arm_support,0,81973,手臂支撑,姿势
444002,from_above,0,81395,从上方,姿势
144876,embarrassed,0,81248,害羞,表情
580232,white_jacket,0,80842,白色外套,服装
698161,holding_sword,0,80551,拿剑,姿势
463397,white_socks,0,80206,白色袜子,服装
534835,hair_intakes,0,79107,发际线,头发
377124,back,0,78990,背部,身体
499624,blush_stickers,0,78966,脸红贴纸,表情
375404,chinese_clothes,0,78938,中国服,服装
426936,white_bikini,0,78899,白色比基尼,服装
1328533,ass_visible_through_thighs,0,78235,腿间臀,身体
3234,erection,0,78218,勃起,NSFW
2993,phone,0,77823,手机,物品
463179,no_shoes,0,77591,无鞋,服装
481508,facial_mark,0,77562,脸部标记,身体
2904,chair,0,77402,椅子,物品
450107,thick_eyebrows,0,77258,浓眉,眼睛
418899,plaid_skirt,0,77244,格子裙,服装
387991,abs,0,77016,腹肌,身体
1915,umbrella,0,76782,伞,物品
415974,looking_down,0,76733,低头看,姿势
2091,bandages,0,76312,绷带,服装
2799,beach,0,76274,海滩,背景
395448,thigh_boots,0,76160,大腿靴,服装
1288957,white_footwear,0,76087,白色鞋子,服装
820510,horse_girl,0,76016,马娘,角色
688777,half-closed_eyes,0,75884,半闭眼,表情
442865,headgear,0,75848,头饰,服装
3986,sandals,0,75623,凉鞋,服装
447393,on_side,0,75537,侧躺,姿势
567316,6+girls,0,75465,6+女孩,人物数量
663669,female_pubic_hair,0,75433,女性阴毛,NSFW
1451588,muscular_male,0,75109,肌肉男性,身体
476621,floral_print,0,74141,花纹,服装
572731,heart-shaped_pupils,0,73919,心形瞳孔,眼睛
445388,bob_cut,0,73321,鲍勃头,头发
469652,garter_straps,0,73230,吊袜带,服装
436576,short_dress,0,73208,短连衣裙,服装
8091,drill_hair,0,73194,钻头发,头发
541727,wariza,0,73178,盘腿坐,姿势
475775,arms_behind_back,0,72820,双手背后,姿势
5524,sunglasses,0,72805,太阳镜,服装
3920,obi,0,72527,腰带,服装
13227,happy,0,72523,开心,表情
634316,pectorals,0,72442,胸肌,身体
389777,red_dress,0,72048,红色连衣裙,服装
419387,testicles,0,72016,睾丸,NSFW
8830,shirt_lift,0,71578,掀衬衫,服装
4207,eating,0,71456,吃东西,姿势
572767,grabbing,0,71430,抓握,姿势
484666,transparent_background,0,71418,透明背景,背景
400120,traditional_media,0,71390,传统媒介,风格
584749,pink_background,0,71378,粉色背景,背景
647551,flying_sweatdrops,0,70993,飞汗滴,表情
10231,mouth_hold,0,70701,嘴衔,姿势
460404,stuffed_toy,0,70675,毛绒玩具,物品
563478,dark-skinned_male,0,70557,黑肤男性,身体
589398,hood_down,0,70183,兜帽放下,服装
492544,frilled_dress,0,70149,褶边连衣裙,服装
465810,squatting,0,69991,蹲姿,姿势
467856,clothes_pull,0,69767,拉衣服,服装
477028,cleavage_cutout,0,69718,乳沟开洞,服装
520398,white_skirt,0,69566,白色裙子,服装
3209,table,0,69436,桌子,物品
397327,blue_shirt,0,69364,蓝色衬衫,服装
375176,crossed_arms,0,69341,交叉手臂,姿势
1723,parody,0,69219,恶搞,风格
468534,light_brown_hair,0,69189,浅棕发,头发
403649,thigh_gap,0,68904,大腿间隙,身体
574407,wavy_mouth,0,68694,波浪嘴,表情
420366,from_below,0,68637,从下方,姿势
600250,hair_tubes,0,68156,发管,头发
413672,leg_up,0,68113,抬腿,姿势
3949,ring,0,67951,戒指,服装
1850,oral,0,67834,口交,NSFW
609507,holding_food,0,67804,拿食物,姿势
466226,bound,0,67766,束缚,NSFW
385639,wolf_ears,0,67512,狼耳,特征
619736,blue_jacket,0,67177,蓝色外套,服装
8072,black_socks,0,66442,黑色袜子,服装
2726,moon,0,66386,月亮,背景
580738,black_hairband,0,66338,黑色发带,头发
576310,white_flower,0,66300,白色花,物品
2270,eyepatch,0,66095,眼罩,服装
488167,scrunchie,0,66088,发圈,头发
8831,skirt_lift,0,66052,掀裙,服装
356542,sunlight,0,65746,阳光,背景
459291,standing_on_one_leg,0,65667,单腿站立,姿势
701697,white_bow,0,65469,白色蝴蝶结,服装
2689,formal,0,65325,正装,服装
3593,topless,0,65318,上身裸露,NSFW
2716,cat,0,65240,猫,角色
8068,demon_girl,0,65073,恶魔女孩,角色
465046,cat_girl,0,65001,猫娘,角色
413179,trembling,0,64935,颤抖,表情
582201,mob_cap,0,64743,女仆帽,服装
6128,cardigan,0,64143,开襟毛衣,服装
1556,backpack,0,63312,背包,物品
425206,magical_girl,0,63303,魔法少女,角色
3239,cellphone,0,63072,手机,物品
2770,pantyshot,0,62678,内裤走光,NSFW
900563,own_hands_together,0,62432,双手合十,姿势
643561,eyes_visible_through_hair,0,62070,头发遮眼但可见,头发
465525,crossed_legs,0,61913,交叉腿,姿势
419429,frilled_skirt,0,61747,褶边裙,服装
6364,grass,0,61552,草,背景
470790,demon_horns,0,61440,恶魔角,特征
464903,crying,0,61407,哭泣,表情
404507,sharp_teeth,0,61362,尖牙,表情
7455,tank_top,0,61251,背心,服装
3875,sleeping,0,61239,睡觉,姿势
1976,cover,0,61226,覆盖,服装
1801537,single_hair_bun,0,61221,单发髻,头发
487205,cloudy_sky,0,61186,多云天空,背景
6059,blazer,0,60883,西装外套,服装
7952,suspenders,0,60726,吊带,服装
539837,high_ponytail,0,60681,高马尾,头发
3649,helmet,0,60628,头盔,服装
10229,suit,0,60597,西装,服装
14452,feathers,0,60497,羽毛,特征
487156,3boys,0,60256,3个男孩,人物数量
461293,cum_on_body,0,59894,体射,NSFW
10833,bottle,0,59721,瓶子,物品
379915,stuffed_animal,0,59475,毛绒动物,物品
1337464,x_hair_ornament,0,59311,X发饰,头发
547073,underwear_only,0,59173,只穿内衣,服装
9354,bdsm,0,58821,调教,NSFW
655303,fox_girl,0,58780,狐娘,角色
464573,plant,0,58741,植物,背景
569748,black_background,0,58718,黑色背景,背景
498000,blue_ribbon,0,58682,蓝色丝带,服装
507741,frilled_sleeves,0,58385,褶边袖,服装
1533172,grabbing_another's_breast,0,58320,抓别人胸,NSFW
3474,portrait,0,58297,肖像,姿势
9114,antenna_hair,0,58276,天线头发,头发
375459,looking_up,0,58263,抬头,姿势
575982,light_smile,0,58195,浅笑,表情
375764,bara,0,57756,肌肉男,角色
221,school_swimsuit,0,57727,学校泳装,服装
462569,straddling,0,57688,跨坐,姿势
4526,cross,0,57540,十字,物品
464588,hat_ribbon,0,57298,帽丝带,服装
4474,fire,0,57160,火,背景
464539,bug,0,56981,虫子,物品
219401,denim,0,56921,牛仔,服装
4188,crown,0,56908,王冠,服装
431235,knee_boots,0,56879,膝靴,服装
463115,pink_bow,0,56865,粉色蝴蝶结,服装
466990,;d,0,56727,;d表情,表情
492682,red_necktie,0,56695,红色领带,服装
1297467,lifted_by_self,0,56386,自己掀起,服装
516477,outstretched_arms,0,56344,张开手臂,姿势
8709,fellatio,0,56322,口交,NSFW
429999,tiara,0,56273,头冠,服装
5831,katana,0,55923,日本刀,物品
14814,couple,0,55840,情侣,角色
510254,breasts_out,0,55592,胸部露出,NSFW
1836990,aged_down,0,55292,年龄降低,角色
589376,red_flower,0,55270,红色花,物品
432696,on_stomach,0,54906,俯卧,姿势
1936,crossover,0,54877,跨作品,风格
611487,juliet_sleeves,0,54842,朱丽叶袖,服装
3846,robot,0,54583,机器人,角色
397117,curtains,0,54563,窗帘,背景
489235,motion_lines,0,54552,动作线,风格
413908,spiked_hair,0,54349,刺猬头,头发
10707,sisters,0,54242,姐妹,角色
645320,sex_from_behind,0,54218,后入,NSFW
381279,girl_on_top,0,54215,女上位,NSFW
464574,polka_dot,0,54155,波点,服装
16700,>_<,0,54150,>_<表情,表情
515769,black_nails,0,54149,黑指甲,服装
464565,knife,0,54048,刀,物品
15737,bat_wings,0,54015,蝙蝠翅膀,特征
521712,ear_piercing,0,53880,耳洞,身体
517832,outstretched_arm,0,53853,张开手臂,姿势
82326,?,0,53804,V姿势,姿势
521420,slit_pupils,0,53772,裂缝瞳孔,眼睛
487562,wing_collar,0,53737,翼领,服装
9714,bent_over,0,53651,弯腰,姿势
403577,pointing,0,53548,指向,姿势
319,lingerie,0,52820,内衣,服装
423613,animal_print,0,52678,动物纹,服装
401137,clenched_teeth,0,52665,咬牙,表情
1275600,bright_pupils,0,52480,明亮瞳孔,眼睛
390594,red_shirt,0,52432,红色衬衫,服装
302,elf,0,52282,精灵,角色
421662,5girls,0,52108,5个女孩,人物数量
3592,undressing,0,52035,脱衣服,姿势
15764,striped_thighhighs,0,51920,条纹过膝袜,服装
1388799,blue_sailor_collar,0,51535,蓝色水手领,服装
395015,monster_girl,0,51174,怪物女孩,角色
469701,rabbit_tail,0,51013,兔尾,特征
374782,sneakers,0,51004,运动鞋,服装
1314596,black_leotard,0,50899,黑色紧身衣,服装
656169,hand_on_own_chest,0,50886,手放胸,姿势
668761,white_border,0,50865,白色边框,风格
379387,t-shirt,0,50843,T恤,服装
516211,tassel,0,50706,流苏,服装
1008243,holding_gun,0,50609,拿枪,姿势
464713,head_wings,0,50590,头翅膀,特征
374979,all_fours,0,50589,四肢着地,姿势
479729,gem,0,50476,宝石,物品
1568,yaoi,0,50394,耽美,NSFW
683385,red_footwear,0,50318,红色鞋子,服装
631529,white_apron,0,50311,白色围裙,服装
4232,tan,0,50265,晒黑,身体
537,bondage,0,50150,束缚,NSFW
1281370,red_bowtie,0,50092,红色领结,服装
15749,furry,0,50022,毛茸,角色
452195,hair_bobbles,0,49996,发球,头发
458482,short_twintails,0,49918,短双马尾,头发
